10 degree,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.309038155,0.457534995,0.602904963,0.743733979,0.878468156,1.008240595,1.128109097,1.242304862,1.350557151,1.45260614,1.5478055,1.635615948,1.714826192,1.78910252,1.869190024,1.957508862,,,,,,,,,,,,
0.204753803,0.305803768,0.407644107,0.507997113,0.603444498,0.696295453,0.785537015,0.871135868,0.954382908,1.033717429,1.10856866,1.178361213,1.240116756,1.29840825,1.359705323,1.420142239,,,,,,,,,,,,
0.123463516,0.185506,0.24883988,0.311798325,0.37307821,0.432949383,0.491770777,0.548371649,0.602928351,0.655410529,0.705227366,0.750734411,0.792498939,0.83080752,0.873219534,0.914658651,,,,,,,,,,,,
0.078232905,0.118578489,0.159533597,0.201362109,0.242387298,0.282812856,0.322204563,0.360389688,0.397205139,0.432499712,0.466178572,0.496966379,0.524868087,0.55163823,0.580220751,0.608907797,,,,,,,,,,,,
50degree,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.223522942,0.333129488,0.441708784,0.547519457,0.649665761,0.747660972,0.841357633,0.9310394,1.015364809,1.094903371,1.169001561,1.23760549,1.301138673,1.359855417,1.42332139,1.487214847,,,,,,,,,,,,
0.142233689,0.213916608,0.285635267,0.356241948,0.424800769,0.492623081,0.557844927,0.619857981,0.679821253,0.736633017,0.789933084,0.839441131,0.884351956,0.926549702,0.972895496,1.019213511,,,,,,,,,,,,
0.104161654,0.156748299,0.209615734,0.262029927,0.313674876,0.363853506,0.412864986,0.459460775,0.50395441,0.546948335,0.586968312,0.624505792,0.65912024,0.692698241,0.729148211,0.764625881,,,,,,,,,,,,
0.0580106,0.087829586,0.117837726,0.147928771,0.177823451,0.20706779,0.235856865,0.263269489,0.290148384,0.316251778,0.341013148,0.364733224,0.386561593,0.407771402,0.431097882,0.454170083,,,,,,,,,,,,
10 degree,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH3,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.042397762,0.109477927,0.175906032,0.242286715,0.308282265,0.374752593,0.44107591,0.506350401,0.571105475,0.635801258,0.699852098,0.763318524,0.825483157,0.886257952,0.94546746,1.002782289,1.058263814,1.111981789,1.16285588,1.21028714,1.2531704,1.292537662,1.329644765,1.363180129,1.394213523,1.421536273,1.444502789,1.463254065
0.029022162,0.074510906,0.119963681,0.164807238,0.209033935,0.253411612,0.298090733,0.343537848,0.389188243,0.434951276,0.480940477,0.527004003,0.572369288,0.615479883,0.655839483,0.693949002,0.729874023,0.764675349,0.798863975,0.830241669,0.858113507,0.883045737,0.906579508,0.929165744,0.950146992,0.967980626,0.983465719,0.996655091
0.020825347,0.053738978,0.086815322,0.119825257,0.152838846,0.185648504,0.218617227,0.252086863,0.285964118,0.320041068,0.354149469,0.388798502,0.423164468,0.457333,0.488999866,0.518008014,0.544982192,0.570920693,0.596632499,0.620284747,0.641639208,0.660416143,0.677086446,0.693712335,0.709988383,0.724947939,0.737035415,0.748801033
0.012001417,0.031034052,0.050072645,0.06921201,0.088432461,0.107808349,0.127312036,0.147545992,0.1676399,0.188142091,0.208601772,0.228985304,0.249497699,0.269644316,0.289108368,0.306836045,0.323498805,0.339514833,0.354987114,0.369685768,0.382523067,0.392981233,0.403659514,0.414043067,0.423163688,0.432207579,0.440205441,0.447216443
50degree,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH3,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009068334,0.023456145,0.038117347,0.05299497,0.068141868,0.083669072,0.099284509,0.115174994,0.131219762,0.147778882,0.164617294,0.181040903,0.197500894,0.213924056,0.229908964,0.245493242,0.260376582,0.274815619,0.288311498,0.301333846,0.31352822,0.324401832,0.334598902,0.343778888,0.352153665,0.359630758,0.366462305,0.372937751
0.006370579,0.016319318,0.026383719,0.03654765,0.046881097,0.05743304,0.068107784,0.079069753,0.090370119,0.102008651,0.113637865,0.125155068,0.136644447,0.147285042,0.15757735,0.167413018,0.17698534,0.18641659,0.196262971,0.205823702,0.214377002,0.222550696,0.229774525,0.237098736,0.243263764,0.248803225,0.253927292,0.257993149
0.004773954,0.012096186,0.019574195,0.02711904,0.03476809,0.042587749,0.050431155,0.058336766,0.066575917,0.074937917,0.083468092,0.091909552,0.100496719,0.108715628,0.116522344,0.123828574,0.131192479,0.138491747,0.145581707,0.1524292,0.159056047,0.165006937,0.170643857,0.175810284,0.180649798,0.184965013,0.188918589,0.192107677
0.002787085,0.006947003,0.011248868,0.015606567,0.020022471,0.024532385,0.028970045,0.033522829,0.038147468,0.042937171,0.047546087,0.052436137,0.05731601,0.062233916,0.066855064,0.071277487,0.075661384,0.079858841,0.083928683,0.087946315,0.091667835,0.095297294,0.098506912,0.101620645,0.104513637,0.106836608,0.109217904,0.111110977
